[2026-07-26 08:15:19] ADS value: 0.00, Ver: 106
[2026-07-26 08:49:05] ADS value: 0.00, Ver: 106
[2026-07-26 08:49:36] ADS value: 0.00, Ver: 106
[2026-07-26 08:50:06] ADS value: 0.00, Ver: 106
[2026-07-26 08:50:37] ADS value: 0.00, Ver: 106
[2026-07-26 08:51:08] ADS value: 0.00, Ver: 106
[2026-07-26 08:51:38] ADS value: 0.00, Ver: 106
[2026-07-26 08:52:09] ADS value: 0.00, Ver: 106
[2026-07-26 08:52:40] ADS value: 0.00, Ver: 106
[2026-07-26 08:53:10] ADS value: 0.00, Ver: 106
[2026-07-26 08:53:41] ADS value: 0.00, Ver: 106
[2026-07-26 08:54:12] ADS value: 0.00, Ver: 106
[2026-07-26 08:54:43] ADS value: 0.00, Ver: 106
[2026-07-26 08:55:13] ADS value: 0.00, Ver: 106
[2026-07-26 08:55:44] ADS value: 0.00, Ver: 106
[2026-07-26 08:56:50] ADS value: 0.00, Ver: 106
[2026-07-26 08:57:21] ADS value: 0.00, Ver: 106
[2026-07-26 08:57:51] ADS value: 0.00, Ver: 106
[2026-07-26 08:58:22] ADS value: 0.00, Ver: 106
[2026-07-26 08:58:52] ADS value: 0.00, Ver: 106
[2026-07-26 08:59:23] ADS value: 0.00, Ver: 106
[2026-07-26 08:59:54] ADS value: 0.00, Ver: 106
[2026-07-26 09:00:25] ADS value: 0.00, Ver: 106
[2026-07-26 09:00:57] ADS value: 0.00, Ver: 106
[2026-07-26 09:01:28] ADS value: 0.00, Ver: 106
[2026-07-26 09:01:59] ADS value: 0.00, Ver: 106
[2026-07-26 09:02:29] ADS value: 0.00, Ver: 106
[2026-07-26 09:03:00] ADS value: 0.00, Ver: 106
[2026-07-26 09:03:31] ADS value: 0.00, Ver: 106
[2026-07-26 09:04:01] ADS value: 0.00, Ver: 106
[2026-07-26 09:04:32] ADS value: 0.00, Ver: 106
[2026-07-26 09:05:03] ADS value: 0.00, Ver: 106
[2026-07-26 09:05:33] ADS value: 0.00, Ver: 106
[2026-07-26 09:06:04] ADS value: 0.00, Ver: 106
[2026-07-26 09:06:35] ADS value: 0.00, Ver: 106
[2026-07-26 09:07:05] ADS value: 0.00, Ver: 106
[2026-07-26 09:07:36] ADS value: 0.00, Ver: 106
[2026-07-26 09:08:07] ADS value: 0.00, Ver: 106
[2026-07-26 09:08:38] ADS value: 0.00, Ver: 106
[2026-07-26 09:09:44] ADS value: 0.00, Ver: 106
[2026-07-26 09:10:15] ADS value: 0.00, Ver: 106
[2026-07-26 09:10:47] ADS value: 0.00, Ver: 106
[2026-07-26 09:11:18] ADS value: 0.00, Ver: 106
[2026-07-26 09:11:49] ADS value: 0.00, Ver: 106
[2026-07-26 09:12:19] ADS value: 0.00, Ver: 106
[2026-07-26 09:12:50] ADS value: 0.00, Ver: 106
[2026-07-26 09:13:59] Boot complete
[2026-07-26 09:14:20] ADS value: 0.00, Ver: 106
[2026-07-26 09:14:51] ADS value: 0.00, Ver: 106
[2026-07-26 09:15:22] ADS value: 0.00, Ver: 106
[2026-07-26 09:15:52] ADS value: 0.00, Ver: 106
[2026-07-26 09:16:23] ADS value: 0.00, Ver: 106
[2026-07-26 09:16:54] ADS value: 0.00, Ver: 106
[2026-07-26 09:18:00] ADS value: 0.00, Ver: 106
[2026-07-26 09:18:31] ADS value: 0.00, Ver: 106
[2026-07-26 09:19:02] ADS value: 0.00, Ver: 106
[2026-07-26 09:20:03] ADS value: 0.00, Ver: 106
[2026-07-26 09:20:34] ADS value: 0.00, Ver: 106
[2026-07-26 09:36:08] ADS value: 0.00, Ver: 111
[2026-07-26 09:36:39] ADS value: 0.00, Ver: 111
[2026-07-26 09:37:10] ADS value: 0.00, Ver: 111
[2026-07-26 09:37:41] ADS value: 0.00, Ver: 111
[2026-07-26 09:38:19] ADS value: 0.00, Ver: 111
[2026-07-26 09:39:21] ADS value: 0.00, Ver: 111
[2026-07-26 09:39:52] ADS value: 0.00, Ver: 111
[2026-07-26 12:40:19] ADS value: 0.00, Ver: 111
[2026-07-26 12:40:50] ADS value: 0.00, Ver: 111
[2026-07-26 12:41:20] ADS value: 0.00, Ver: 111
[2026-07-26 12:42:11] Boot complete
[2026-07-26 12:42:29] ADS value: 0.00, Ver: 111
[2026-07-26 12:43:00] Boot complete
[2026-07-26 12:44:51] Boot complete
[2026-07-26 12:45:12] ADS value: 21.82, Ver: 111
[2026-07-26 12:45:43] ADS value: 21.47, Ver: 111
[2026-07-26 12:46:14] ADS value: 21.59, Ver: 111
[2026-07-26 12:46:45] ADS value: 21.44, Ver: 111
[2026-07-26 12:47:16] ADS value: 21.44, Ver: 111
[2026-07-26 12:47:46] ADS value: 21.77, Ver: 111
[2026-07-26 12:48:17] ADS value: 21.47, Ver: 111
[2026-07-26 12:48:48] ADS value: 21.45, Ver: 111
[2026-07-26 12:49:19] ADS value: 21.65, Ver: 111
[2026-07-26 12:49:50] ADS value: 21.45, Ver: 111
[2026-07-26 12:50:21] ADS value: 21.61, Ver: 111
[2026-07-26 12:50:51] ADS value: 21.43, Ver: 111
[2026-07-26 12:51:22] ADS value: 21.57, Ver: 111
[2026-07-26 12:51:53] ADS value: 21.74, Ver: 111
[2026-07-26 12:52:24] ADS value: 21.76, Ver: 111
[2026-07-26 12:52:55] ADS value: 21.77, Ver: 111
[2026-07-26 12:53:26] ADS value: 21.78, Ver: 111
[2026-07-26 12:53:57] ADS value: 21.78, Ver: 111
[2026-07-26 12:54:28] ADS value: 21.79, Ver: 111
[2026-07-26 12:54:58] ADS value: 21.77, Ver: 111
[2026-07-26 12:55:29] ADS value: 21.79, Ver: 111
[2026-07-26 12:55:59] ADS value: 21.78, Ver: 111
[2026-07-26 12:56:30] ADS value: 21.78, Ver: 111
[2026-07-26 12:57:01] ADS value: 21.78, Ver: 111
[2026-07-26 12:57:32] ADS value: 21.78, Ver: 111
[2026-07-26 12:58:03] ADS value: 21.76, Ver: 111
[2026-07-26 12:58:34] ADS value: 21.77, Ver: 111
[2026-07-26 12:59:05] ADS value: 21.77, Ver: 111
[2026-07-26 12:59:36] ADS value: 21.78, Ver: 111
[2026-07-26 13:00:07] ADS value: 21.61, Ver: 111
[2026-07-26 13:00:38] ADS value: 21.64, Ver: 111
[2026-07-26 13:01:09] ADS value: 21.54, Ver: 111
[2026-07-26 13:01:40] ADS value: 21.41, Ver: 111
[2026-07-26 13:02:11] ADS value: 21.72, Ver: 111
[2026-07-26 13:02:42] ADS value: 21.73, Ver: 111
[2026-07-26 13:03:13] ADS value: 21.74, Ver: 111
[2026-07-26 13:03:44] ADS value: 21.75, Ver: 111
[2026-07-26 13:04:15] ADS value: 21.76, Ver: 111
[2026-07-26 13:04:46] ADS value: 21.76, Ver: 111
[2026-07-26 13:05:17] ADS value: 21.76, Ver: 111
[2026-07-26 13:05:48] ADS value: 21.74, Ver: 111
[2026-07-26 13:06:19] ADS value: 21.75, Ver: 111
[2026-07-26 13:06:50] ADS value: 21.74, Ver: 111
[2026-07-26 13:07:21] ADS value: 21.74, Ver: 111
[2026-07-26 13:07:52] ADS value: 21.73, Ver: 111
[2026-07-26 13:08:23] ADS value: 21.73, Ver: 111
[2026-07-26 13:08:54] ADS value: 21.74, Ver: 111
[2026-07-26 13:09:25] ADS value: 21.73, Ver: 111
[2026-07-26 13:09:56] ADS value: 21.73, Ver: 111
[2026-07-26 13:10:27] ADS value: 21.73, Ver: 111
[2026-07-26 13:10:58] ADS value: 21.73, Ver: 111
[2026-07-26 13:11:29] ADS value: 21.74, Ver: 111
[2026-07-26 13:12:00] ADS value: 21.73, Ver: 111
[2026-07-26 13:12:32] ADS value: 21.73, Ver: 111
[2026-07-26 13:13:13] Boot complete
[2026-07-26 13:13:34] ADS value: 21.73, Ver: 111
[2026-07-26 13:14:05] ADS value: 21.71, Ver: 111
[2026-07-26 13:14:36] ADS value: 21.42, Ver: 111
[2026-07-26 13:15:07] ADS value: 21.42, Ver: 111
[2026-07-26 13:15:38] ADS value: 21.44, Ver: 111
[2026-07-26 13:16:08] ADS value: 21.64, Ver: 111
[2026-07-26 13:16:39] ADS value: 21.39, Ver: 111
[2026-07-26 13:17:10] ADS value: 21.48, Ver: 111
[2026-07-26 13:17:42] ADS value: 21.58, Ver: 111
[2026-07-26 13:18:13] ADS value: 21.65, Ver: 111
[2026-07-26 13:18:44] ADS value: 21.65, Ver: 111
[2026-07-26 13:19:15] ADS value: 21.65, Ver: 111
[2026-07-26 13:19:46] ADS value: 21.64, Ver: 111
[2026-07-26 13:20:17] ADS value: 21.63, Ver: 111
[2026-07-26 13:20:48] ADS value: 21.73, Ver: 111
[2026-07-26 13:21:19] ADS value: 21.75, Ver: 111
[2026-07-26 13:21:50] ADS value: 21.75, Ver: 111
[2026-07-26 13:22:21] ADS value: 21.44, Ver: 111
[2026-07-26 13:22:52] ADS value: 21.41, Ver: 111
[2026-07-26 13:23:23] ADS value: 21.39, Ver: 111
[2026-07-26 13:23:53] ADS value: 21.42, Ver: 111
[2026-07-26 13:24:24] ADS value: 21.38, Ver: 111
[2026-07-26 13:24:55] ADS value: 21.43, Ver: 111
[2026-07-26 13:25:26] ADS value: 21.37, Ver: 111
[2026-07-26 13:25:57] ADS value: 21.40, Ver: 111
[2026-07-26 13:26:28] ADS value: 21.54, Ver: 111
[2026-07-26 13:26:59] ADS value: 21.38, Ver: 111
[2026-07-26 13:27:29] ADS value: 21.58, Ver: 111
[2026-07-26 13:28:00] ADS value: 21.35, Ver: 111
[2026-07-26 13:28:32] ADS value: 21.39, Ver: 111
[2026-07-26 13:29:03] ADS value: 21.64, Ver: 111
[2026-07-26 13:29:33] ADS value: 21.37, Ver: 111
[2026-07-26 13:30:04] ADS value: 21.37, Ver: 111
[2026-07-26 13:30:34] ADS value: 21.37, Ver: 111
[2026-07-26 13:31:05] ADS value: 21.63, Ver: 111
[2026-07-26 13:31:36] ADS value: 21.34, Ver: 111
[2026-07-26 13:32:07] ADS value: 21.37, Ver: 111
[2026-07-26 13:32:38] ADS value: 21.22, Ver: 111
[2026-07-26 13:33:08] ADS value: 21.32, Ver: 111
[2026-07-26 13:33:39] ADS value: 21.30, Ver: 111
[2026-07-26 13:34:10] ADS value: 21.49, Ver: 111
[2026-07-26 13:34:41] ADS value: 21.34, Ver: 111
[2026-07-26 13:35:12] ADS value: 21.34, Ver: 111
[2026-07-26 13:35:43] ADS value: 21.32, Ver: 111
[2026-07-26 13:36:13] ADS value: 21.58, Ver: 111
[2026-07-26 13:36:44] ADS value: 21.30, Ver: 111
[2026-07-26 13:37:15] ADS value: 21.37, Ver: 111
[2026-07-26 13:37:46] ADS value: 21.28, Ver: 111
[2026-07-26 13:38:17] ADS value: 21.49, Ver: 111
[2026-07-26 13:38:47] ADS value: 21.56, Ver: 111
[2026-07-26 13:39:18] ADS value: 21.61, Ver: 111
[2026-07-26 13:39:49] ADS value: 21.48, Ver: 111
[2026-07-26 13:40:20] ADS value: 21.34, Ver: 111
[2026-07-26 13:40:51] ADS value: 21.57, Ver: 111
[2026-07-26 13:41:22] ADS value: 21.61, Ver: 111
[2026-07-26 13:41:52] ADS value: 21.21, Ver: 111
[2026-07-26 13:42:23] ADS value: 21.30, Ver: 111
[2026-07-26 13:42:54] ADS value: 21.36, Ver: 111
[2026-07-26 13:43:25] ADS value: 21.60, Ver: 111
[2026-07-26 13:43:56] ADS value: 21.63, Ver: 111
[2026-07-26 13:44:27] ADS value: 21.62, Ver: 111
[2026-07-26 13:44:58] ADS value: 21.63, Ver: 111
[2026-07-26 13:45:29] ADS value: 21.64, Ver: 111
[2026-07-26 13:46:00] ADS value: 21.64, Ver: 111
[2026-07-26 13:46:31] ADS value: 21.63, Ver: 111
[2026-07-26 13:47:02] ADS value: 21.64, Ver: 111
[2026-07-26 13:47:33] ADS value: 21.64, Ver: 111
[2026-07-26 13:48:04] ADS value: 21.66, Ver: 111
[2026-07-26 13:48:35] ADS value: 21.66, Ver: 111
[2026-07-26 13:49:06] ADS value: 21.66, Ver: 111
[2026-07-26 13:49:38] ADS value: 21.66, Ver: 111
[2026-07-26 13:50:09] ADS value: 21.69, Ver: 111
[2026-07-26 13:50:40] ADS value: 21.67, Ver: 111
[2026-07-26 13:51:11] ADS value: 21.67, Ver: 111
[2026-07-26 13:51:42] ADS value: 21.67, Ver: 111
[2026-07-26 13:52:13] ADS value: 21.66, Ver: 111
[2026-07-26 13:52:44] ADS value: 21.65, Ver: 111
[2026-07-26 13:53:15] ADS value: 21.64, Ver: 111
[2026-07-26 13:53:46] ADS value: 21.65, Ver: 111
[2026-07-26 13:54:17] ADS value: 21.64, Ver: 111
[2026-07-26 13:54:48] ADS value: 21.65, Ver: 111
[2026-07-26 13:55:19] ADS value: 21.64, Ver: 111
[2026-07-26 13:55:50] ADS value: 21.66, Ver: 111
[2026-07-26 13:56:21] ADS value: 21.66, Ver: 111
[2026-07-26 13:56:53] ADS value: 21.65, Ver: 111
[2026-07-26 13:57:24] ADS value: 21.64, Ver: 111
[2026-07-26 13:57:55] ADS value: 21.65, Ver: 111
[2026-07-26 13:58:26] ADS value: 21.66, Ver: 111
[2026-07-26 13:58:57] ADS value: 21.65, Ver: 111
[2026-07-26 13:59:28] ADS value: 21.65, Ver: 111
[2026-07-26 14:00:00] ADS value: 21.66, Ver: 111
[2026-07-26 14:00:30] ADS value: 21.65, Ver: 111
[2026-07-26 14:01:02] ADS value: 21.66, Ver: 111
[2026-07-26 14:01:33] ADS value: 21.66, Ver: 111
[2026-07-26 14:02:04] ADS value: 21.65, Ver: 111
[2026-07-26 14:02:35] ADS value: 21.65, Ver: 111
[2026-07-26 14:03:06] ADS value: 21.65, Ver: 111
[2026-07-26 14:03:39] ADS value: 21.64, Ver: 111
[2026-07-26 14:04:10] ADS value: 21.66, Ver: 111
[2026-07-26 14:04:41] ADS value: 21.64, Ver: 111
[2026-07-26 14:05:12] ADS value: 21.65, Ver: 111
[2026-07-26 14:05:44] ADS value: 21.64, Ver: 111
[2026-07-26 14:06:15] ADS value: 21.67, Ver: 111
[2026-07-26 14:06:46] ADS value: 21.68, Ver: 111
[2026-07-26 14:07:17] ADS value: 21.67, Ver: 111
[2026-07-26 14:07:49] ADS value: 21.67, Ver: 111
[2026-07-26 14:08:20] ADS value: 21.67, Ver: 111
[2026-07-26 14:08:51] ADS value: 21.66, Ver: 111
[2026-07-26 14:09:22] ADS value: 21.66, Ver: 111
[2026-07-26 14:09:53] ADS value: 21.65, Ver: 111
[2026-07-26 14:10:24] ADS value: 21.66, Ver: 111
[2026-07-26 14:10:55] ADS value: 21.67, Ver: 111
[2026-07-26 14:11:26] ADS value: 21.67, Ver: 111
[2026-07-26 14:11:57] ADS value: 21.67, Ver: 111
[2026-07-26 14:12:28] ADS value: 21.67, Ver: 111
[2026-07-26 14:12:59] ADS value: 21.67, Ver: 111
[2026-07-26 14:13:31] ADS value: 21.67, Ver: 111
[2026-07-26 14:14:02] ADS value: 21.68, Ver: 111
[2026-07-26 14:14:33] ADS value: 21.66, Ver: 111
[2026-07-26 14:15:04] ADS value: 21.65, Ver: 111
[2026-07-26 14:15:35] ADS value: 21.67, Ver: 111
[2026-07-26 14:16:06] ADS value: 21.66, Ver: 111
[2026-07-26 14:16:37] ADS value: 21.66, Ver: 111
