[2026-06-10 07:04:04] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:41] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:41] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:44] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:46] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:48] ADS value: 21.74, Ver: 101
[2026-06-10 07:06:51] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:54] ADS value: 21.75, Ver: 101
[2026-06-10 07:06:55] ADS value: 21.74, Ver: 101
[2026-06-10 07:06:57] ADS value: 21.74, Ver: 101
[2026-06-10 07:06:58] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:00] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:02] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:03] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:05] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:07] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:08] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:10] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:12] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:14] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:15] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:17] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:19] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:21] ADS value: 21.74, Ver: 101
[2026-06-10 07:07:24] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:26] ADS value: 21.74, Ver: 101
[2026-06-10 07:07:28] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:30] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:32] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:33] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:35] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:37] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:39] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:41] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:43] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:44] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:46] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:48] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:49] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:51] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:53] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:54] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:56] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:57] ADS value: 21.75, Ver: 101
[2026-06-10 07:07:59] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:01] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:03] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:05] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:06] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:08] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:10] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:13] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:15] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:18] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:20] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:22] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:24] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:27] ADS value: 21.74, Ver: 101
[2026-06-10 07:08:28] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:31] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:33] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:35] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:37] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:38] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:40] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:41] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:45] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:47] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:49] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:51] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:52] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:54] ADS value: 21.75, Ver: 101
[2026-06-10 07:08:56] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:11] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:17] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:17] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:19] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:22] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:24] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:25] ADS value: 21.74, Ver: 101
[2026-06-10 07:09:27] ADS value: 21.74, Ver: 101
[2026-06-10 07:09:28] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:30] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:32] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:33] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:35] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:37] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:39] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:40] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:42] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:44] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:46] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:47] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:49] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:51] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:53] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:54] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:56] ADS value: 21.75, Ver: 101
[2026-06-10 07:09:58] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:00] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:01] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:03] ADS value: 21.74, Ver: 101
[2026-06-10 07:10:05] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:07] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:08] ADS value: 21.74, Ver: 101
[2026-06-10 07:10:10] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:12] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:13] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:15] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:17] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:19] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:20] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:22] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:24] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:26] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:27] ADS value: 21.73, Ver: 101
[2026-06-10 07:10:29] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:31] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:33] ADS value: 21.73, Ver: 101
[2026-06-10 07:10:35] ADS value: 21.75, Ver: 101
[2026-06-10 07:10:37] ADS value: 21.75, Ver: 101
[2026-06-10 07:11:15] ADS value: 21.75, Ver: 101
[2026-06-10 07:11:17] ADS value: 21.72, Ver: 101
[2026-06-10 07:13:07] ADS value: 21.72, Ver: 101
[2026-06-10 07:13:07] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:07] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:09] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:10] ADS value: 21.73, Ver: 101
[2026-06-10 07:13:12] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:14] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:24] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:26] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:27] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:29] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:31] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:33] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:35] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:37] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:38] ADS value: 21.73, Ver: 101
[2026-06-10 07:13:40] ADS value: 21.73, Ver: 101
[2026-06-10 07:13:41] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:46] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:47] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:53] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:54] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:56] ADS value: 21.75, Ver: 101
[2026-06-10 07:13:58] ADS value: 21.74, Ver: 101
[2026-06-10 07:13:59] ADS value: 21.75, Ver: 101
[2026-06-10 07:14:02] ADS value: 21.74, Ver: 101
[2026-06-10 07:14:03] ADS value: 21.75, Ver: 101
[2026-06-10 07:14:11] ADS value: 21.75, Ver: 101
[2026-06-10 07:14:13] running_front
