[2026-06-10 07:03:49] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:08] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:09] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:10] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:12] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:14] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:15] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:18] ADS value: 0.00, Ver: 101
[2026-06-10 07:11:19] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:07] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:07] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:07] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:10] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:11] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:12] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:15] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:16] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:18] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:20] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:21] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:23] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:24] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:26] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:28] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:29] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:31] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:33] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:34] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:36] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:38] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:40] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:41] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:43] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:45] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:46] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:48] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:52] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:54] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:56] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:57] ADS value: 0.00, Ver: 101
[2026-06-10 07:13:58] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:00] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:02] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:04] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:06] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:08] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:09] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:11] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:13] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:14] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:16] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:17] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:19] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:21] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:22] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:24] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:26] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:29] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:30] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:32] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:33] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:35] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:37] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:38] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:40] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:41] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:43] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:45] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:46] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:48] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:50] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:52] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:53] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:55] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:57] ADS value: 0.00, Ver: 101
[2026-06-10 07:14:59] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:00] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:02] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:03] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:05] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:08] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:09] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:11] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:13] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:14] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:16] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:17] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:19] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:21] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:23] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:24] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:26] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:28] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:30] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:31] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:33] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:35] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:36] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:38] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:40] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:41] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:43] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:45] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:46] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:48] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:51] ADS value: 0.00, Ver: 101
[2026-06-10 07:15:52] ADS value: 0.00, Ver: 101
[2026-06-10 07:16:02] ADS value: 0.00, Ver: 101
[2026-06-10 07:16:08] ADS value: 0.00, Ver: 101
